time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
17,08:11,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,14,normal,,
17,08:11,1,Klaus Mueller,low,0.24,safe,38,37,normal,,
17,08:11,2,Haruka Tanaka,low,0.2,safe,19,18,normal,,
17,08:11,3,Diego Morales,low,0.2,safe,19,18,normal,,
18,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,16,15,normal,,
18,08:12,1,Klaus Mueller,low,0.24,safe,38,37,normal,,
18,08:12,2,Haruka Tanaka,low,0.2,safe,20,19,normal,,
18,08:12,3,Diego Morales,low,0.2,safe,20,19,normal,,
19,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,17,16,normal,,
19,08:12,1,Klaus Mueller,low,0.24,safe,38,37,normal,,
19,08:12,2,Haruka Tanaka,low,0.2,safe,21,20,normal,,
19,08:12,3,Diego Morales,low,0.2,safe,21,20,normal,,
20,08:13,0,Isabella Rodriguez,low,0.16000000000000003,safe,18,17,normal,,
20,08:13,1,Klaus Mueller,low,0.24,safe,38,37,normal,,
20,08:13,2,Haruka Tanaka,low,0.2,safe,22,21,normal,,
20,08:13,3,Diego Morales,low,0.2,safe,22,21,normal,,
21,08:14,0,Isabella Rodriguez,low,0.2,safe,19,18,normal,,
21,08:14,1,Klaus Mueller,medium,0.3,at_risk,38,37,normal,,
21,08:14,2,Haruka Tanaka,low,0.25,safe,23,22,normal,,
21,08:14,3,Diego Morales,low,0.25,safe,23,22,normal,,
22,08:14,0,Isabella Rodriguez,low,0.2,safe,18,19,normal,,
22,08:14,1,Klaus Mueller,medium,0.3,at_risk,36,37,normal,,
22,08:14,2,Haruka Tanaka,low,0.25,safe,22,23,normal,,
22,08:14,3,Diego Morales,low,0.25,safe,22,23,normal,,
23,08:15,0,Isabella Rodriguez,low,0.2,safe,18,20,normal,,
23,08:15,1,Klaus Mueller,medium,0.3,at_risk,35,37,normal,,
23,08:15,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
23,08:15,3,Diego Morales,low,0.25,safe,22,24,normal,,
24,08:16,0,Isabella Rodriguez,low,0.2,safe,19,21,normal,,
24,08:16,1,Klaus Mueller,medium,0.3,at_risk,35,37,normal,,
24,08:16,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
24,08:16,3,Diego Morales,low,0.25,safe,23,25,normal,,
25,08:16,0,Isabella Rodriguez,low,0.2,safe,20,22,normal,,
25,08:16,1,Klaus Mueller,medium,0.3,at_risk,35,37,normal,,
25,08:16,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
25,08:16,3,Diego Morales,low,0.25,safe,24,26,normal,,
26,08:17,0,Isabella Rodriguez,low,0.2,safe,21,23,normal,,
26,08:17,1,Klaus Mueller,medium,0.3,at_risk,35,37,normal,,
26,08:17,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
26,08:17,3,Diego Morales,low,0.25,safe,25,27,normal,,
27,08:18,0,Isabella Rodriguez,low,0.2,safe,22,23,normal,,
27,08:18,1,Klaus Mueller,medium,0.3,at_risk,35,36,normal,,
27,08:18,2,Haruka Tanaka,low,0.25,safe,21,22,normal,,
27,08:18,3,Diego Morales,low,0.25,safe,26,27,normal,,
28,08:18,0,Isabella Rodriguez,low,0.2,safe,23,24,normal,,
28,08:18,1,Klaus Mueller,medium,0.3,at_risk,35,36,normal,,
28,08:18,2,Haruka Tanaka,low,0.25,safe,21,22,normal,,
28,08:18,3,Diego Morales,low,0.25,safe,27,28,normal,,
29,08:19,0,Isabella Rodriguez,low,0.2,safe,22,21,normal,,
29,08:19,1,Klaus Mueller,medium,0.3,at_risk,35,34,normal,,
29,08:19,2,Haruka Tanaka,low,0.25,safe,21,20,normal,,
29,08:19,3,Diego Morales,low,0.25,safe,28,27,normal,,
