time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity,visibility_impact,time_since_awareness,primary_factors
13,08:08,4,Evelyn Brooks,low,0.24,safe,33,32,normal,,
14,08:09,0,Isabella Rodriguez,low,0.16000000000000003,safe,14,13,normal,,
14,08:09,1,Klaus Mueller,low,0.24,safe,40,39,normal,,
14,08:09,2,Haruka Tanaka,low,0.2,safe,18,17,normal,,
14,08:09,3,Diego Morales,low,0.2,safe,20,19,normal,,
14,08:09,4,Evelyn Brooks,low,0.24,safe,34,33,normal,,
15,08:10,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,14,normal,,
15,08:10,1,Klaus Mueller,low,0.24,safe,39,38,normal,,
15,08:10,2,Haruka Tanaka,low,0.2,safe,19,18,normal,,
15,08:10,3,Diego Morales,low,0.2,safe,21,20,normal,,
15,08:10,4,Evelyn Brooks,low,0.24,safe,35,34,normal,,
16,08:10,0,Isabella Rodriguez,low,0.16000000000000003,safe,16,15,normal,,
16,08:10,1,Klaus Mueller,low,0.24,safe,40,39,normal,,
16,08:10,2,Haruka Tanaka,low,0.2,safe,20,19,normal,,
16,08:10,3,Diego Morales,low,0.2,safe,22,21,normal,,
16,08:10,4,Evelyn Brooks,low,0.24,safe,36,35,normal,,
17,08:11,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,16,normal,,
17,08:11,1,Klaus Mueller,low,0.24,safe,39,40,normal,,
17,08:11,2,Haruka Tanaka,low,0.2,safe,19,20,normal,,
17,08:11,3,Diego Morales,low,0.2,safe,21,22,normal,,
17,08:11,4,Evelyn Brooks,low,0.24,safe,34,35,normal,,
18,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,16,16,normal,,
18,08:12,1,Klaus Mueller,low,0.24,safe,38,38,normal,,
18,08:12,2,Haruka Tanaka,low,0.2,safe,20,20,normal,,
18,08:12,3,Diego Morales,low,0.2,safe,22,22,normal,,
18,08:12,4,Evelyn Brooks,low,0.24,safe,34,34,normal,,
19,08:12,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,17,normal,,
19,08:12,1,Klaus Mueller,low,0.24,safe,35,37,normal,,
19,08:12,2,Haruka Tanaka,low,0.2,safe,19,21,normal,,
19,08:12,3,Diego Morales,low,0.2,safe,21,23,normal,,
19,08:12,4,Evelyn Brooks,low,0.24,safe,32,34,normal,,
20,08:13,0,Isabella Rodriguez,low,0.16000000000000003,safe,15,18,normal,,
20,08:13,1,Klaus Mueller,low,0.24,safe,35,38,normal,,
20,08:13,2,Haruka Tanaka,low,0.2,safe,17,20,normal,,
20,08:13,3,Diego Morales,low,0.2,safe,19,22,normal,,
20,08:13,4,Evelyn Brooks,low,0.24,safe,30,33,normal,,
21,08:14,0,Isabella Rodriguez,low,0.2,safe,14,17,normal,,
21,08:14,1,Klaus Mueller,medium,0.3,at_risk,34,37,normal,,
21,08:14,2,Haruka Tanaka,low,0.25,safe,18,21,normal,,
21,08:14,3,Diego Morales,low,0.25,safe,18,21,normal,,
21,08:14,4,Evelyn Brooks,medium,0.3,at_risk,29,32,normal,,
22,08:14,0,Isabella Rodriguez,low,0.2,safe,15,17,normal,,
22,08:14,1,Klaus Mueller,medium,0.3,at_risk,33,35,normal,,
22,08:14,2,Haruka Tanaka,low,0.25,safe,19,21,normal,,
22,08:14,3,Diego Morales,low,0.25,safe,19,21,normal,,
22,08:14,4,Evelyn Brooks,medium,0.3,at_risk,28,30,normal,,
23,08:15,0,Isabella Rodriguez,low,0.2,safe,16,18,normal,,
23,08:15,1,Klaus Mueller,medium,0.3,at_risk,32,34,normal,,
23,08:15,2,Haruka Tanaka,low,0.25,safe,20,22,normal,,
23,08:15,3,Diego Morales,low,0.25,safe,20,22,normal,,
23,08:15,4,Evelyn Brooks,medium,0.3,at_risk,27,29,normal,,
24,08:16,0,Isabella Rodriguez,low,0.2,safe,17,19,normal,,
24,08:16,1,Klaus Mueller,medium,0.3,at_risk,31,33,normal,,
24,08:16,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
24,08:16,3,Diego Morales,low,0.25,safe,21,23,normal,,
24,08:16,4,Evelyn Brooks,medium,0.3,at_risk,26,28,normal,,
25,08:16,0,Isabella Rodriguez,low,0.2,safe,18,20,normal,,
25,08:16,1,Klaus Mueller,medium,0.3,at_risk,30,32,normal,,
25,08:16,2,Haruka Tanaka,low,0.25,safe,20,22,normal,,
25,08:16,3,Diego Morales,low,0.25,safe,22,24,normal,,
25,08:16,4,Evelyn Brooks,medium,0.3,at_risk,25,27,normal,,
26,08:17,0,Isabella Rodriguez,low,0.2,safe,19,21,normal,,
26,08:17,1,Klaus Mueller,medium,0.3,at_risk,29,31,normal,,
26,08:17,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
26,08:17,3,Diego Morales,low,0.25,safe,23,25,normal,,
26,08:17,4,Evelyn Brooks,medium,0.3,at_risk,24,26,normal,,
27,08:18,0,Isabella Rodriguez,low,0.2,safe,20,22,normal,,
27,08:18,1,Klaus Mueller,medium,0.3,at_risk,28,30,normal,,
27,08:18,2,Haruka Tanaka,low,0.25,safe,20,22,normal,,
27,08:18,3,Diego Morales,low,0.25,safe,24,26,normal,,
27,08:18,4,Evelyn Brooks,medium,0.3,at_risk,23,25,normal,,
28,08:18,0,Isabella Rodriguez,low,0.2,safe,21,23,normal,,
28,08:18,1,Klaus Mueller,medium,0.3,at_risk,27,29,normal,,
28,08:18,2,Haruka Tanaka,low,0.25,safe,21,23,normal,,
28,08:18,3,Diego Morales,low,0.25,safe,25,27,normal,,
28,08:18,4,Evelyn Brooks,medium,0.3,at_risk,22,24,normal,,
29,08:19,0,Isabella Rodriguez,low,0.2,safe,22,24,normal,,
29,08:19,1,Klaus Mueller,medium,0.3,at_risk,26,28,normal,,
29,08:19,2,Haruka Tanaka,low,0.25,safe,20,22,normal,,
29,08:19,3,Diego Morales,low,0.25,safe,26,28,normal,,
29,08:19,4,Evelyn Brooks,medium,0.3,at_risk,23,25,normal,,
